,Zimbabwe,source,target,value
42,Afghanistan,Malignant neoplasms,Mouth and oropharynx cancers,0.8
43,Afghanistan,Malignant neoplasms,Oesophagus cancer,0.8
44,Afghanistan,Malignant neoplasms,Stomach cancer,0.9
45,Afghanistan,Malignant neoplasms,Colon and rectum cancers,0.3
46,Afghanistan,Malignant neoplasms,Liver cancer,0.4
47,Afghanistan,Malignant neoplasms,Pancreas cancer,0.1
48,Afghanistan,Malignant neoplasms,"Trachea, bronchus, lung cancers",0.5
49,Afghanistan,Malignant neoplasms,Melanoma and other skin cancers,0.1
50,Afghanistan,Malignant neoplasms,Breast cancer,0.9
51,Afghanistan,Malignant neoplasms,Cervix uteri cancer,0.4
52,Afghanistan,Malignant neoplasms,Corpus uteri cancer,0.1
53,Afghanistan,Malignant neoplasms,Ovary cancer,0.1
54,Afghanistan,Malignant neoplasms,Prostate cancer,0.1
55,Afghanistan,Malignant neoplasms,Testicular cancer,0.0
56,Afghanistan,Malignant neoplasms,Kidney cancer,0.1
57,Afghanistan,Malignant neoplasms,Bladder cancer,0.1
58,Afghanistan,Malignant neoplasms,Brain and nervous system cancers,0.5
59,Afghanistan,Malignant neoplasms,Gallbladder and biliary tract cancer,0.1
60,Afghanistan,Malignant neoplasms,Larynx cancer,0.1
61,Afghanistan,Malignant neoplasms,Thyroid cancer,0.0
62,Afghanistan,Malignant neoplasms,Mesothelioma,0.0
63,Afghanistan,Malignant neoplasms,"Lymphomas, multiple myeloma",0.5
64,Afghanistan,Malignant neoplasms,Leukaemia,0.4
65,Afghanistan,Malignant neoplasms,Other malignant neoplasms,1.0
66,Afghanistan,Noncommunicable diseases,Other neoplasms,0.0
68,Afghanistan,Noncommunicable diseases,Diabetes mellitus,2.1
70,Afghanistan,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.8
72,Afghanistan,"Endocrine, blood, immune disorders",Thalassaemias,0.2
73,Afghanistan,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,0.2
74,Afghanistan,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,0.1
75,Afghanistan,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",0.4
76,Afghanistan,Noncommunicable diseases,Mental and substance use disorders,0.2
78,Afghanistan,Mental and substance use disorders,Depressive disorders,0.0
79,Afghanistan,Mental and substance use disorders,Bipolar disorder,0.0
80,Afghanistan,Mental and substance use disorders,Schizophrenia,0.0
81,Afghanistan,Mental and substance use disorders,Alcohol use disorders,0.1
82,Afghanistan,Mental and substance use disorders,Drug use disorders,0.1
83,Afghanistan,Mental and substance use disorders,Anxiety disorders,0.0
84,Afghanistan,Mental and substance use disorders,Eating disorders,0.0
85,Afghanistan,Mental and substance use disorders,Autism and Asperger syndrome,0.0
86,Afghanistan,Mental and substance use disorders,Childhood behavioural disorders,0.0
87,Afghanistan,Mental and substance use disorders,Idiopathic intellectual disability,0.0
88,Afghanistan,Mental and substance use disorders,Other mental and behavioural disorders,0.0
89,Afghanistan,Noncommunicable diseases,Neurological conditions,2.1
91,Afghanistan,Neurological conditions,Alzheimer disease and other dementias,0.8
92,Afghanistan,Neurological conditions,Parkinson disease,0.3
93,Afghanistan,Neurological conditions,Epilepsy,0.9
94,Afghanistan,Neurological conditions,Multiple sclerosis,0.0
95,Afghanistan,Neurological conditions,Migraine,0.0
96,Afghanistan,Neurological conditions,Non-migraine headache,0.0
97,Afghanistan,Neurological conditions,Other neurological conditions,0.1
98,Afghanistan,Noncommunicable diseases,Sense organ diseases,0.0
100,Afghanistan,Noncommunicable diseases,Cardiovascular diseases,44.7
102,Afghanistan,Cardiovascular diseases,Rheumatic heart disease,0.9
103,Afghanistan,Cardiovascular diseases,Hypertensive heart disease,4.4
104,Afghanistan,Cardiovascular diseases,Ischaemic heart disease,25.6
105,Afghanistan,Cardiovascular diseases,Stroke,12.2
106,Afghanistan,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",0.3
107,Afghanistan,Cardiovascular diseases,Other circulatory diseases,1.3
108,Afghanistan,Noncommunicable diseases,Respiratory diseases,6.1
110,Afghanistan,Respiratory diseases,Chronic obstructive pulmonary disease,2.9
111,Afghanistan,Respiratory diseases,Asthma,3.1
112,Afghanistan,Respiratory diseases,Other respiratory diseases,0.1
113,Afghanistan,Noncommunicable diseases,Digestive diseases,5.5
115,Afghanistan,Digestive diseases,Peptic ulcer disease,1.3
116,Afghanistan,Digestive diseases,Cirrhosis of the liver,3.0
117,Afghanistan,Digestive diseases,Appendicitis,0.3
118,Afghanistan,Digestive diseases,Gastritis and duodenitis,0.0
119,Afghanistan,Digestive diseases,Paralytic ileus and intestinal obstruction,0.4
120,Afghanistan,Digestive diseases,Inflammatory bowel disease,0.0
121,Afghanistan,Digestive diseases,Gallbladder and biliary diseases,0.2
122,Afghanistan,Digestive diseases,Pancreatitis,0.1
123,Afghanistan,Digestive diseases,Other digestive diseases,0.2
124,Afghanistan,Noncommunicable diseases,Genitourinary diseases,3.6
126,Afghanistan,Genitourinary diseases,Kidney diseases,3.5
127,Afghanistan,Genitourinary diseases,Benign prostatic hyperplasia,0.0
128,Afghanistan,Genitourinary diseases,Urolithiasis,0.0
129,Afghanistan,Genitourinary diseases,Other urinary diseases,0.1
130,Afghanistan,Genitourinary diseases,Infertility,0.0
131,Afghanistan,Genitourinary diseases,Gynecological diseases,0.0
132,Afghanistan,Noncommunicable diseases,Skin diseases,0.0
134,Afghanistan,Noncommunicable diseases,Musculoskeletal diseases,0.1
136,Afghanistan,Musculoskeletal diseases,Rheumatoid arthritis,0.0
137,Afghanistan,Musculoskeletal diseases,Osteoarthritis,0.0
138,Afghanistan,Musculoskeletal diseases,Gout,0.0
139,Afghanistan,Musculoskeletal diseases,Back and neck pain,0.0
140,Afghanistan,Musculoskeletal diseases,Other musculoskeletal disorders,0.1
141,Afghanistan,Noncommunicable diseases,Congenital anomalies,5.0
143,Afghanistan,Congenital anomalies,Neural tube defects,1.3
144,Afghanistan,Congenital anomalies,Cleft lip and cleft palate,0.0
145,Afghanistan,Congenital anomalies,Down syndrome,0.1
146,Afghanistan,Congenital anomalies,Congenital heart anomalies,1.5
147,Afghanistan,Congenital anomalies,Other chromosomal anomalies,0.1
148,Afghanistan,Congenital anomalies,Other congenital anomalies,2.1
149,Afghanistan,Noncommunicable diseases,Oral conditions,0.0
151,Afghanistan,Noncommunicable diseases,Sudden infant death syndrome,0.6
154,Afghanistan,Injuries,Unintentional injuries,11.3
156,Afghanistan,Unintentional injuries,Road injury,3.0
157,Afghanistan,Unintentional injuries,Poisonings,0.4
158,Afghanistan,Unintentional injuries,Falls,0.9
159,Afghanistan,Unintentional injuries,"Fire, heat and hot substances",0.4
160,Afghanistan,Unintentional injuries,Drowning,1.7
161,Afghanistan,Unintentional injuries,Exposure to mechanical forces,1.2
162,Afghanistan,Unintentional injuries,Natural disasters,0.0
163,Afghanistan,Unintentional injuries,Other unintentional injuries,3.6
164,Afghanistan,Injuries,Intentional injuries,9.0
166,Afghanistan,Intentional injuries,Self-harm,1.0
167,Afghanistan,Intentional injuries,Interpersonal violence,2.0
168,Albania,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.6
169,Albania,All Causes,Noncommunicable diseases,16.5
170,Albania,All Causes,Injuries,1.5
173,Albania,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.2
175,Albania,Infectious and parasitic diseases,Tuberculosis,0.0
176,Albania,Infectious and parasitic diseases,STDs excluding HIV,0.0
177,Albania,Infectious and parasitic diseases,HIV/AIDS,0.0
178,Albania,Infectious and parasitic diseases,Diarrhoeal diseases,0.1
179,Albania,Infectious and parasitic diseases,Childhood-cluster diseases,0.0
180,Albania,Infectious and parasitic diseases,Meningitis,0.1
181,Albania,Infectious and parasitic diseases,Encephalitis,0.0
182,Albania,Infectious and parasitic diseases,Hepatitis,0.0
183,Albania,Infectious and parasitic diseases,Parasitic and vector diseases,0.0
184,Albania,Infectious and parasitic diseases,Intestinal nematode infections,0.0
185,Albania,Infectious and parasitic diseases,Leprosy,0.0
186,Albania,Infectious and parasitic diseases,Other infectious diseases,0.0
187,Albania,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.8
189,Albania,Respiratory Infectious ,Lower respiratory infections,0.8
190,Albania,Respiratory Infectious ,Upper respiratory infections,0.0
191,Albania,Respiratory Infectious ,Otitis media,0.0
192,Albania,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
194,Albania,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.5
196,Albania,Neonatal conditions,Preterm birth complications,0.3
197,Albania,Neonatal conditions,Birth asphyxia and birth trauma,0.1
198,Albania,Neonatal conditions,Neonatal sepsis and infections,0.0
199,Albania,Neonatal conditions,Other neonatal conditions,0.1
200,Albania,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
202,Albania,Nutritional deficiencies,Protein-energy malnutrition,0.0
203,Albania,Nutritional deficiencies,Iodine deficiency,0.0
204,Albania,Nutritional deficiencies,Vitamin A deficiency,0.0
205,Albania,Nutritional deficiencies,Iron-deficiency anaemia,0.0
206,Albania,Nutritional deficiencies,Other nutritional deficiencies,0.0
208,Albania,Noncommunicable diseases,Malignant neoplasms,4.0
210,Albania,Malignant neoplasms,Mouth and oropharynx cancers,0.1
211,Albania,Malignant neoplasms,Oesophagus cancer,0.0
212,Albania,Malignant neoplasms,Stomach cancer,0.5
213,Albania,Malignant neoplasms,Colon and rectum cancers,0.1
214,Albania,Malignant neoplasms,Liver cancer,0.6
215,Albania,Malignant neoplasms,Pancreas cancer,0.1
216,Albania,Malignant neoplasms,"Trachea, bronchus, lung cancers",0.8
217,Albania,Malignant neoplasms,Melanoma and other skin cancers,0.0
218,Albania,Malignant neoplasms,Breast cancer,0.2
219,Albania,Malignant neoplasms,Cervix uteri cancer,0.1
220,Albania,Malignant neoplasms,Corpus uteri cancer,0.0
221,Albania,Malignant neoplasms,Ovary cancer,0.0
222,Albania,Malignant neoplasms,Prostate cancer,0.2
223,Albania,Malignant neoplasms,Testicular cancer,0.0
224,Albania,Malignant neoplasms,Kidney cancer,0.1
225,Albania,Malignant neoplasms,Bladder cancer,0.2
226,Albania,Malignant neoplasms,Brain and nervous system cancers,0.2
227,Albania,Malignant neoplasms,Gallbladder and biliary tract cancer,0.0
228,Albania,Malignant neoplasms,Larynx cancer,0.1
229,Albania,Malignant neoplasms,Thyroid cancer,0.0
230,Albania,Malignant neoplasms,Mesothelioma,0.0
231,Albania,Malignant neoplasms,"Lymphomas, multiple myeloma",0.1
232,Albania,Malignant neoplasms,Leukaemia,0.1
233,Albania,Malignant neoplasms,Other malignant neoplasms,0.3
234,Albania,Noncommunicable diseases,Other neoplasms,0.0
236,Albania,Noncommunicable diseases,Diabetes mellitus,0.2
238,Albania,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.1
240,Albania,"Endocrine, blood, immune disorders",Thalassaemias,0.0
241,Albania,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,0.0
242,Albania,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,0.0
243,Albania,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",0.1
244,Albania,Noncommunicable diseases,Mental and substance use disorders,0.0
246,Albania,Mental and substance use disorders,Depressive disorders,0.0
247,Albania,Mental and substance use disorders,Bipolar disorder,0.0
248,Albania,Mental and substance use disorders,Schizophrenia,0.0
249,Albania,Mental and substance use disorders,Alcohol use disorders,0.0
250,Albania,Mental and substance use disorders,Drug use disorders,0.0
251,Albania,Mental and substance use disorders,Anxiety disorders,0.0
252,Albania,Mental and substance use disorders,Eating disorders,0.0
253,Albania,Mental and substance use disorders,Autism and Asperger syndrome,0.0
254,Albania,Mental and substance use disorders,Childhood behavioural disorders,0.0
255,Albania,Mental and substance use disorders,Idiopathic intellectual disability,0.0
256,Albania,Mental and substance use disorders,Other mental and behavioural disorders,0.0
257,Albania,Noncommunicable diseases,Neurological conditions,0.9
259,Albania,Neurological conditions,Alzheimer disease and other dementias,0.6
260,Albania,Neurological conditions,Parkinson disease,0.1
261,Albania,Neurological conditions,Epilepsy,0.1
262,Albania,Neurological conditions,Multiple sclerosis,0.0
263,Albania,Neurological conditions,Migraine,0.0
264,Albania,Neurological conditions,Non-migraine headache,0.0
265,Albania,Neurological conditions,Other neurological conditions,0.1
266,Albania,Noncommunicable diseases,Sense organ diseases,0.0
268,Albania,Noncommunicable diseases,Cardiovascular diseases,9.3
270,Albania,Cardiovascular diseases,Rheumatic heart disease,0.1
271,Albania,Cardiovascular diseases,Hypertensive heart disease,0.2
272,Albania,Cardiovascular diseases,Ischaemic heart disease,4.0
273,Albania,Cardiovascular diseases,Stroke,4.4
274,Albania,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",0.3
275,Albania,Cardiovascular diseases,Other circulatory diseases,0.4
276,Albania,Noncommunicable diseases,Respiratory diseases,0.9
278,Albania,Respiratory diseases,Chronic obstructive pulmonary disease,0.6
279,Albania,Respiratory diseases,Asthma,0.2
280,Albania,Respiratory diseases,Other respiratory diseases,0.1
281,Albania,Noncommunicable diseases,Digestive diseases,0.5
283,Albania,Digestive diseases,Peptic ulcer disease,0.0
284,Albania,Digestive diseases,Cirrhosis of the liver,0.3
285,Albania,Digestive diseases,Appendicitis,0.0
286,Albania,Digestive diseases,Gastritis and duodenitis,0.0
287,Albania,Digestive diseases,Paralytic ileus and intestinal obstruction,0.0
288,Albania,Digestive diseases,Inflammatory bowel disease,0.0
289,Albania,Digestive diseases,Gallbladder and biliary diseases,0.0
290,Albania,Digestive diseases,Pancreatitis,0.0
291,Albania,Digestive diseases,Other digestive diseases,0.1
292,Albania,Noncommunicable diseases,Genitourinary diseases,0.3
294,Albania,Genitourinary diseases,Kidney diseases,0.3
295,Albania,Genitourinary diseases,Benign prostatic hyperplasia,0.0
296,Albania,Genitourinary diseases,Urolithiasis,0.0
297,Albania,Genitourinary diseases,Other urinary diseases,0.0
298,Albania,Genitourinary diseases,Infertility,0.0
299,Albania,Genitourinary diseases,Gynecological diseases,0.0
300,Albania,Noncommunicable diseases,Skin diseases,0.0
302,Albania,Noncommunicable diseases,Musculoskeletal diseases,0.0
304,Albania,Musculoskeletal diseases,Rheumatoid arthritis,0.0
305,Albania,Musculoskeletal diseases,Osteoarthritis,0.0
306,Albania,Musculoskeletal diseases,Gout,0.0
307,Albania,Musculoskeletal diseases,Back and neck pain,0.0
308,Albania,Musculoskeletal diseases,Other musculoskeletal disorders,0.0
309,Albania,Noncommunicable diseases,Congenital anomalies,0.3
311,Albania,Congenital anomalies,Neural tube defects,0.0
312,Albania,Congenital anomalies,Cleft lip and cleft palate,0.0
313,Albania,Congenital anomalies,Down syndrome,0.0
314,Albania,Congenital anomalies,Congenital heart anomalies,0.2
315,Albania,Congenital anomalies,Other chromosomal anomalies,0.0
316,Albania,Congenital anomalies,Other congenital anomalies,0.1
317,Albania,Noncommunicable diseases,Oral conditions,0.0
319,Albania,Noncommunicable diseases,Sudden infant death syndrome,0.0
322,Albania,Injuries,Unintentional injuries,1.2
324,Albania,Unintentional injuries,Road injury,0.4
325,Albania,Unintentional injuries,Poisonings,0.0
326,Albania,Unintentional injuries,Falls,0.1
327,Albania,Unintentional injuries,"Fire, heat and hot substances",0.0
328,Albania,Unintentional injuries,Drowning,0.1
329,Albania,Unintentional injuries,Exposure to mechanical forces,0.2
330,Albania,Unintentional injuries,Natural disasters,0.0
331,Albania,Unintentional injuries,Other unintentional injuries,0.3
332,Albania,Injuries,Intentional injuries,0.3
334,Albania,Intentional injuries,Self-harm,0.2
335,Albania,Intentional injuries,Interpersonal violence,0.2
336,Algeria,All Causes,"Communicable, maternal, perinatal and nutritional conditions",26.9
337,Algeria,All Causes,Noncommunicable diseases,94.8
338,Algeria,All Causes,Injuries,17.1
341,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,8.1
343,Algeria,Infectious and parasitic diseases,Tuberculosis,2.5
344,Algeria,Infectious and parasitic diseases,STDs excluding HIV,0.1
345,Algeria,Infectious and parasitic diseases,HIV/AIDS,0.0
346,Algeria,Infectious and parasitic diseases,Diarrhoeal diseases,2.3
347,Algeria,Infectious and parasitic diseases,Childhood-cluster diseases,1.6
348,Algeria,Infectious and parasitic diseases,Meningitis,0.6
349,Algeria,Infectious and parasitic diseases,Encephalitis,0.1
350,Algeria,Infectious and parasitic diseases,Hepatitis,0.3
351,Algeria,Infectious and parasitic diseases,Parasitic and vector diseases,0.2
352,Algeria,Infectious and parasitic diseases,Intestinal nematode infections,0.0
353,Algeria,Infectious and parasitic diseases,Leprosy,0.0
354,Algeria,Infectious and parasitic diseases,Other infectious diseases,0.2
355,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,6.9
357,Algeria,Respiratory Infectious ,Lower respiratory infections,6.9
358,Algeria,Respiratory Infectious ,Upper respiratory infections,0.0
359,Algeria,Respiratory Infectious ,Otitis media,0.0
360,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.8
362,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,10.9
364,Algeria,Neonatal conditions,Preterm birth complications,5.6
365,Algeria,Neonatal conditions,Birth asphyxia and birth trauma,2.9
366,Algeria,Neonatal conditions,Neonatal sepsis and infections,1.5
367,Algeria,Neonatal conditions,Other neonatal conditions,0.8
368,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
370,Algeria,Nutritional deficiencies,Protein-energy malnutrition,0.2
371,Algeria,Nutritional deficiencies,Iodine deficiency,0.0
372,Algeria,Nutritional deficiencies,Vitamin A deficiency,0.0
373,Algeria,Nutritional deficiencies,Iron-deficiency anaemia,0.0
374,Algeria,Nutritional deficiencies,Other nutritional deficiencies,0.0
376,Algeria,Noncommunicable diseases,Malignant neoplasms,15.4
378,Algeria,Malignant neoplasms,Mouth and oropharynx cancers,0.4
379,Algeria,Malignant neoplasms,Oesophagus cancer,0.2
380,Algeria,Malignant neoplasms,Stomach cancer,1.3
381,Algeria,Malignant neoplasms,Colon and rectum cancers,1.4
382,Algeria,Malignant neoplasms,Liver cancer,0.3
383,Algeria,Malignant neoplasms,Pancreas cancer,0.3
384,Algeria,Malignant neoplasms,"Trachea, bronchus, lung cancers",1.9
385,Algeria,Malignant neoplasms,Melanoma and other skin cancers,0.3
386,Algeria,Malignant neoplasms,Breast cancer,1.7
387,Algeria,Malignant neoplasms,Cervix uteri cancer,0.7
388,Algeria,Malignant neoplasms,Corpus uteri cancer,0.0
389,Algeria,Malignant neoplasms,Ovary cancer,0.2
390,Algeria,Malignant neoplasms,Prostate cancer,0.5
391,Algeria,Malignant neoplasms,Testicular cancer,0.0
392,Algeria,Malignant neoplasms,Kidney cancer,0.2
393,Algeria,Malignant neoplasms,Bladder cancer,0.6
394,Algeria,Malignant neoplasms,Brain and nervous system cancers,0.7
395,Algeria,Malignant neoplasms,Gallbladder and biliary tract cancer,0.4
396,Algeria,Malignant neoplasms,Larynx cancer,0.5
397,Algeria,Malignant neoplasms,Thyroid cancer,0.1
398,Algeria,Malignant neoplasms,Mesothelioma,0.0
399,Algeria,Malignant neoplasms,"Lymphomas, multiple myeloma",0.9
400,Algeria,Malignant neoplasms,Leukaemia,0.8
401,Algeria,Malignant neoplasms,Other malignant neoplasms,2.0
402,Algeria,Noncommunicable diseases,Other neoplasms,0.0
404,Algeria,Noncommunicable diseases,Diabetes mellitus,1.7
406,Algeria,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.6
408,Algeria,"Endocrine, blood, immune disorders",Thalassaemias,0.1
409,Algeria,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,0.1
410,Algeria,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,0.1
411,Algeria,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",0.4
412,Algeria,Noncommunicable diseases,Mental and substance use disorders,0.6
414,Algeria,Mental and substance use disorders,Depressive disorders,0.0
415,Algeria,Mental and substance use disorders,Bipolar disorder,0.0
416,Algeria,Mental and substance use disorders,Schizophrenia,0.0
417,Algeria,Mental and substance use disorders,Alcohol use disorders,0.1
418,Algeria,Mental and substance use disorders,Drug use disorders,0.5
419,Algeria,Mental and substance use disorders,Anxiety disorders,0.0
420,Algeria,Mental and substance use disorders,Eating disorders,0.0
421,Algeria,Mental and substance use disorders,Autism and Asperger syndrome,0.0
422,Algeria,Mental and substance use disorders,Childhood behavioural disorders,0.0
423,Algeria,Mental and substance use disorders,Idiopathic intellectual disability,0.0
424,Algeria,Mental and substance use disorders,Other mental and behavioural disorders,0.0
425,Algeria,Noncommunicable diseases,Neurological conditions,3.3
427,Algeria,Neurological conditions,Alzheimer disease and other dementias,2.2
428,Algeria,Neurological conditions,Parkinson disease,0.5
429,Algeria,Neurological conditions,Epilepsy,0.4
430,Algeria,Neurological conditions,Multiple sclerosis,0.0
431,Algeria,Neurological conditions,Migraine,0.0
432,Algeria,Neurological conditions,Non-migraine headache,0.0
433,Algeria,Neurological conditions,Other neurological conditions,0.1
434,Algeria,Noncommunicable diseases,Sense organ diseases,0.0
436,Algeria,Noncommunicable diseases,Cardiovascular diseases,57.0
438,Algeria,Cardiovascular diseases,Rheumatic heart disease,0.4
439,Algeria,Cardiovascular diseases,Hypertensive heart disease,4.8
440,Algeria,Cardiovascular diseases,Ischaemic heart disease,33.8
441,Algeria,Cardiovascular diseases,Stroke,15.2
442,Algeria,Cardiovascular diseases,"Cardiomyopathy, myocarditis, endocarditis",0.6
443,Algeria,Cardiovascular diseases,Other circulatory diseases,2.2
444,Algeria,Noncommunicable diseases,Respiratory diseases,4.5
446,Algeria,Respiratory diseases,Chronic obstructive pulmonary disease,2.5
447,Algeria,Respiratory diseases,Asthma,1.9
448,Algeria,Respiratory diseases,Other respiratory diseases,0.1
449,Algeria,Noncommunicable diseases,Digestive diseases,3.9
451,Algeria,Digestive diseases,Peptic ulcer disease,0.6
452,Algeria,Digestive diseases,Cirrhosis of the liver,2.4
453,Algeria,Digestive diseases,Appendicitis,0.1
454,Algeria,Digestive diseases,Gastritis and duodenitis,0.0
455,Algeria,Digestive diseases,Paralytic ileus and intestinal obstruction,0.3
456,Algeria,Digestive diseases,Inflammatory bowel disease,0.0
457,Algeria,Digestive diseases,Gallbladder and biliary diseases,0.2
458,Algeria,Digestive diseases,Pancreatitis,0.1
459,Algeria,Digestive diseases,Other digestive diseases,0.2
460,Algeria,Noncommunicable diseases,Genitourinary diseases,3.7
462,Algeria,Genitourinary diseases,Kidney diseases,3.6
463,Algeria,Genitourinary diseases,Benign prostatic hyperplasia,0.0
464,Algeria,Genitourinary diseases,Urolithiasis,0.0
465,Algeria,Genitourinary diseases,Other urinary diseases,0.1
466,Algeria,Genitourinary diseases,Infertility,0.0
467,Algeria,Genitourinary diseases,Gynecological diseases,0.0
468,Algeria,Noncommunicable diseases,Skin diseases,0.0
470,Algeria,Noncommunicable diseases,Musculoskeletal diseases,0.1
472,Algeria,Musculoskeletal diseases,Rheumatoid arthritis,0.0
473,Algeria,Musculoskeletal diseases,Osteoarthritis,0.0
474,Algeria,Musculoskeletal diseases,Gout,0.0
475,Algeria,Musculoskeletal diseases,Back and neck pain,0.0
476,Algeria,Musculoskeletal diseases,Other musculoskeletal disorders,0.1
477,Algeria,Noncommunicable diseases,Congenital anomalies,3.4
479,Algeria,Congenital anomalies,Neural tube defects,0.3
480,Algeria,Congenital anomalies,Cleft lip and cleft palate,0.0
481,Algeria,Congenital anomalies,Down syndrome,0.2
482,Algeria,Congenital anomalies,Congenital heart anomalies,1.3
483,Algeria,Congenital anomalies,Other chromosomal anomalies,0.1
484,Algeria,Congenital anomalies,Other congenital anomalies,1.5
485,Algeria,Noncommunicable diseases,Oral conditions,0.0
487,Algeria,Noncommunicable diseases,Sudden infant death syndrome,0.4
490,Algeria,Injuries,Unintentional injuries,12.4
492,Algeria,Unintentional injuries,Road injury,7.0
493,Algeria,Unintentional injuries,Poisonings,0.4
494,Algeria,Unintentional injuries,Falls,1.1
495,Algeria,Unintentional injuries,"Fire, heat and hot substances",0.8
496,Algeria,Unintentional injuries,Drowning,0.8
497,Algeria,Unintentional injuries,Exposure to mechanical forces,0.8
498,Algeria,Unintentional injuries,Natural disasters,0.0
499,Algeria,Unintentional injuries,Other unintentional injuries,1.6
500,Algeria,Injuries,Intentional injuries,4.7
502,Algeria,Intentional injuries,Self-harm,1.4
503,Algeria,Intentional injuries,Interpersonal violence,0.7
504,Angola,All Causes,"Communicable, maternal, perinatal and nutritional conditions",192.7
505,Angola,All Causes,Noncommunicable diseases,53.5
506,Angola,All Causes,Injuries,18.4
509,Angola,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,107.3
511,Angola,Infectious and parasitic diseases,Tuberculosis,12.3
512,Angola,Infectious and parasitic diseases,STDs excluding HIV,0.8
513,Angola,Infectious and parasitic diseases,HIV/AIDS,3.8
514,Angola,Infectious and parasitic diseases,Diarrhoeal diseases,41.4
515,Angola,Infectious and parasitic diseases,Childhood-cluster diseases,8.8
516,Angola,Infectious and parasitic diseases,Meningitis,10.7
517,Angola,Infectious and parasitic diseases,Encephalitis,0.3
518,Angola,Infectious and parasitic diseases,Hepatitis,0.8
