,Zimbabwe,source,target,value
47,Albania,Noncommunicable diseases,Oral conditions,-0.36363636363636365
48,Algeria,All Causes,"Communicable, maternal, perinatal and nutritional conditions",-28.949999999999996
49,Algeria,All Causes,Noncommunicable diseases,38.95
51,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,3.049999999999999
52,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8499999999999996
53,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-4.250000000000001
54,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,5.85
55,Algeria,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-4.8500000000000005
57,Algeria,Noncommunicable diseases,Malignant neoplasms,10.35
58,Algeria,Noncommunicable diseases,Other neoplasms,-5.050000000000001
59,Algeria,Noncommunicable diseases,Diabetes mellitus,-3.3500000000000005
60,Algeria,Noncommunicable diseases,"Endocrine, blood, immune disorders",-4.450000000000001
61,Algeria,Noncommunicable diseases,Mental and substance use disorders,-4.450000000000001
62,Algeria,Noncommunicable diseases,Neurological conditions,-1.7500000000000009
63,Algeria,Noncommunicable diseases,Sense organ diseases,-5.050000000000001
64,Algeria,Noncommunicable diseases,Cardiovascular diseases,51.95
65,Algeria,Noncommunicable diseases,Respiratory diseases,-0.5500000000000007
66,Algeria,Noncommunicable diseases,Digestive diseases,-1.1500000000000008
67,Algeria,Noncommunicable diseases,Genitourinary diseases,-1.3500000000000005
68,Algeria,Noncommunicable diseases,Skin diseases,-5.050000000000001
69,Algeria,Noncommunicable diseases,Musculoskeletal diseases,-4.950000000000001
70,Algeria,Noncommunicable diseases,Congenital anomalies,-1.6500000000000008
71,Algeria,Noncommunicable diseases,Oral conditions,-5.050000000000001
72,Angola,All Causes,"Communicable, maternal, perinatal and nutritional conditions",74.6
73,Angola,All Causes,Noncommunicable diseases,-64.6
75,Angola,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,96.5909090909091
76,Angola,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,29.290909090909093
77,Angola,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-6.609090909090908
78,Angola,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,23.290909090909093
79,Angola,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-3.4090909090909074
81,Angola,Noncommunicable diseases,Malignant neoplasms,-5.009090909090907
82,Angola,Noncommunicable diseases,Other neoplasms,-10.709090909090907
83,Angola,Noncommunicable diseases,Diabetes mellitus,-8.009090909090908
84,Angola,Noncommunicable diseases,"Endocrine, blood, immune disorders",-9.709090909090907
85,Angola,Noncommunicable diseases,Mental and substance use disorders,-10.309090909090907
86,Angola,Noncommunicable diseases,Neurological conditions,-9.209090909090907
87,Angola,Noncommunicable diseases,Sense organ diseases,-10.709090909090907
88,Angola,Noncommunicable diseases,Cardiovascular diseases,9.890909090909094
89,Angola,Noncommunicable diseases,Respiratory diseases,-6.109090909090908
90,Angola,Noncommunicable diseases,Digestive diseases,-3.509090909090907
91,Angola,Noncommunicable diseases,Genitourinary diseases,-8.209090909090907
92,Angola,Noncommunicable diseases,Skin diseases,-10.609090909090908
93,Angola,Noncommunicable diseases,Musculoskeletal diseases,-10.609090909090908
94,Angola,Noncommunicable diseases,Congenital anomalies,-4.209090909090907
95,Angola,Noncommunicable diseases,Oral conditions,-10.709090909090907
96,Antigua and Barbuda,All Causes,"Communicable, maternal, perinatal and nutritional conditions",4.8999999999999995
97,Antigua and Barbuda,All Causes,Noncommunicable diseases,5.1
99,Antigua and Barbuda,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4454545454545455
100,Antigua and Barbuda,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4454545454545455
101,Antigua and Barbuda,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.4454545454545455
102,Antigua and Barbuda,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.4454545454545455
103,Antigua and Barbuda,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.4454545454545455
105,Antigua and Barbuda,Noncommunicable diseases,Malignant neoplasms,0.5454545454545455
106,Antigua and Barbuda,Noncommunicable diseases,Other neoplasms,0.4454545454545455
107,Antigua and Barbuda,Noncommunicable diseases,Diabetes mellitus,0.4454545454545455
108,Antigua and Barbuda,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.4454545454545455
109,Antigua and Barbuda,Noncommunicable diseases,Mental and substance use disorders,0.4454545454545455
110,Antigua and Barbuda,Noncommunicable diseases,Neurological conditions,0.4454545454545455
111,Antigua and Barbuda,Noncommunicable diseases,Sense organ diseases,0.4454545454545455
112,Antigua and Barbuda,Noncommunicable diseases,Cardiovascular diseases,0.5454545454545455
113,Antigua and Barbuda,Noncommunicable diseases,Respiratory diseases,0.4454545454545455
114,Antigua and Barbuda,Noncommunicable diseases,Digestive diseases,0.4454545454545455
115,Antigua and Barbuda,Noncommunicable diseases,Genitourinary diseases,0.4454545454545455
116,Antigua and Barbuda,Noncommunicable diseases,Skin diseases,0.4454545454545455
117,Antigua and Barbuda,Noncommunicable diseases,Musculoskeletal diseases,0.4454545454545455
118,Antigua and Barbuda,Noncommunicable diseases,Congenital anomalies,0.4454545454545455
119,Antigua and Barbuda,Noncommunicable diseases,Oral conditions,0.4454545454545455
120,Argentina,All Causes,"Communicable, maternal, perinatal and nutritional conditions",-89.85
121,Argentina,All Causes,Noncommunicable diseases,99.85
123,Argentina,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,3.1590909090909083
124,Argentina,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.05909090909090864
125,Argentina,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-10.740909090909092
126,Argentina,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,-5.440909090909092
127,Argentina,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-9.140909090909092
129,Argentina,Noncommunicable diseases,Malignant neoplasms,46.059090909090905
130,Argentina,Noncommunicable diseases,Other neoplasms,-8.940909090909091
131,Argentina,Noncommunicable diseases,Diabetes mellitus,-4.440909090909092
132,Argentina,Noncommunicable diseases,"Endocrine, blood, immune disorders",-8.540909090909093
133,Argentina,Noncommunicable diseases,Mental and substance use disorders,-9.840909090909092
134,Argentina,Noncommunicable diseases,Neurological conditions,-6.440909090909092
135,Argentina,Noncommunicable diseases,Sense organ diseases,-11.240909090909092
136,Argentina,Noncommunicable diseases,Cardiovascular diseases,78.7590909090909
137,Argentina,Noncommunicable diseases,Respiratory diseases,19.55909090909091
138,Argentina,Noncommunicable diseases,Digestive diseases,0.5590909090909086
139,Argentina,Noncommunicable diseases,Genitourinary diseases,-0.7409090909090921
140,Argentina,Noncommunicable diseases,Skin diseases,-10.740909090909092
141,Argentina,Noncommunicable diseases,Musculoskeletal diseases,-10.640909090909092
142,Argentina,Noncommunicable diseases,Congenital anomalies,-7.540909090909092
143,Argentina,Noncommunicable diseases,Oral conditions,-11.240909090909092
144,Armenia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",-5.3
145,Armenia,All Causes,Noncommunicable diseases,15.299999999999999
147,Armenia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,-0.29090909090909073
148,Armenia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,-0.1909090909090907
149,Armenia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-0.5909090909090907
150,Armenia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,-0.09090909090909072
151,Armenia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-0.5909090909090907
153,Armenia,Noncommunicable diseases,Malignant neoplasms,3.409090909090909
154,Armenia,Noncommunicable diseases,Other neoplasms,-0.5909090909090907
155,Armenia,Noncommunicable diseases,Diabetes mellitus,0.6090909090909092
156,Armenia,Noncommunicable diseases,"Endocrine, blood, immune disorders",-0.49090909090909074
157,Armenia,Noncommunicable diseases,Mental and substance use disorders,-0.5909090909090907
158,Armenia,Noncommunicable diseases,Neurological conditions,-0.3909090909090907
159,Armenia,Noncommunicable diseases,Sense organ diseases,-0.5909090909090907
160,Armenia,Noncommunicable diseases,Cardiovascular diseases,13.10909090909091
161,Armenia,Noncommunicable diseases,Respiratory diseases,0.6090909090909092
162,Armenia,Noncommunicable diseases,Digestive diseases,0.20909090909090933
163,Armenia,Noncommunicable diseases,Genitourinary diseases,-0.1909090909090907
164,Armenia,Noncommunicable diseases,Skin diseases,-0.5909090909090907
165,Armenia,Noncommunicable diseases,Musculoskeletal diseases,-0.5909090909090907
166,Armenia,Noncommunicable diseases,Congenital anomalies,-0.3909090909090907
167,Armenia,Noncommunicable diseases,Oral conditions,-0.5909090909090907
168,Australia,All Causes,"Communicable, maternal, perinatal and nutritional conditions",-48.6
169,Australia,All Causes,Noncommunicable diseases,58.6
171,Australia,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,-3.213636363636363
172,Australia,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,-2.0136363636363632
173,Australia,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-4.913636363636363
174,Australia,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,-4.213636363636363
175,Australia,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-4.713636363636363
177,Australia,Noncommunicable diseases,Malignant neoplasms,30.28636363636364
178,Australia,Noncommunicable diseases,Other neoplasms,-4.213636363636363
179,Australia,Noncommunicable diseases,Diabetes mellitus,-2.1136363636363633
180,Australia,Noncommunicable diseases,"Endocrine, blood, immune disorders",-3.6136363636363633
181,Australia,Noncommunicable diseases,Mental and substance use disorders,-3.0136363636363632
182,Australia,Noncommunicable diseases,Neurological conditions,1.0863636363636369
183,Australia,Noncommunicable diseases,Sense organ diseases,-4.913636363636363
184,Australia,Noncommunicable diseases,Cardiovascular diseases,42.78636363636364
185,Australia,Noncommunicable diseases,Respiratory diseases,3.586363636363637
186,Australia,Noncommunicable diseases,Digestive diseases,-0.9136363636363631
187,Australia,Noncommunicable diseases,Genitourinary diseases,-2.1136363636363633
188,Australia,Noncommunicable diseases,Skin diseases,-4.713636363636363
189,Australia,Noncommunicable diseases,Musculoskeletal diseases,-4.113636363636363
190,Australia,Noncommunicable diseases,Congenital anomalies,-4.213636363636363
191,Australia,Noncommunicable diseases,Oral conditions,-4.913636363636363
192,Austria,All Causes,"Communicable, maternal, perinatal and nutritional conditions",-29.4
193,Austria,All Causes,Noncommunicable diseases,39.400000000000006
195,Austria,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,-2.4545454545454546
196,Austria,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,-1.3545454545454545
197,Austria,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-2.8545454545454545
198,Austria,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,-2.6545454545454543
199,Austria,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-2.8545454545454545
201,Austria,Noncommunicable diseases,Malignant neoplasms,16.145454545454545
202,Austria,Noncommunicable diseases,Other neoplasms,-2.4545454545454546
203,Austria,Noncommunicable diseases,Diabetes mellitus,-1.6545454545454545
204,Austria,Noncommunicable diseases,"Endocrine, blood, immune disorders",-2.7545454545454544
205,Austria,Noncommunicable diseases,Mental and substance use disorders,-2.3545454545454545
206,Austria,Noncommunicable diseases,Neurological conditions,-1.7545454545454544
207,Austria,Noncommunicable diseases,Sense organ diseases,-2.8545454545454545
208,Austria,Noncommunicable diseases,Cardiovascular diseases,36.14545454545455
209,Austria,Noncommunicable diseases,Respiratory diseases,1.6454545454545455
210,Austria,Noncommunicable diseases,Digestive diseases,0.6454545454545455
211,Austria,Noncommunicable diseases,Genitourinary diseases,-1.7545454545454544
212,Austria,Noncommunicable diseases,Skin diseases,-2.8545454545454545
213,Austria,Noncommunicable diseases,Musculoskeletal diseases,-2.7545454545454544
214,Austria,Noncommunicable diseases,Congenital anomalies,-2.6545454545454543
215,Austria,Noncommunicable diseases,Oral conditions,-2.8545454545454545
216,Azerbaijan,All Causes,"Communicable, maternal, perinatal and nutritional conditions",-12.849999999999998
217,Azerbaijan,All Causes,Noncommunicable diseases,22.85
219,Azerbaijan,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.9681818181818183
220,Azerbaijan,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.068181818181818
221,Azerbaijan,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-2.131818181818182
222,Azerbaijan,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,1.768181818181818
223,Azerbaijan,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-2.131818181818182
225,Azerbaijan,Noncommunicable diseases,Malignant neoplasms,2.568181818181818
226,Azerbaijan,Noncommunicable diseases,Other neoplasms,-2.231818181818182
227,Azerbaijan,Noncommunicable diseases,Diabetes mellitus,-0.831818181818182
228,Azerbaijan,Noncommunicable diseases,"Endocrine, blood, immune disorders",-1.6318181818181818
229,Azerbaijan,Noncommunicable diseases,Mental and substance use disorders,-1.9318181818181819
230,Azerbaijan,Noncommunicable diseases,Neurological conditions,-0.9318181818181819
231,Azerbaijan,Noncommunicable diseases,Sense organ diseases,-2.231818181818182
232,Azerbaijan,Noncommunicable diseases,Cardiovascular diseases,29.26818181818182
233,Azerbaijan,Noncommunicable diseases,Respiratory diseases,-0.23181818181818192
234,Azerbaijan,Noncommunicable diseases,Digestive diseases,1.4681818181818183
235,Azerbaijan,Noncommunicable diseases,Genitourinary diseases,-1.231818181818182
236,Azerbaijan,Noncommunicable diseases,Skin diseases,-2.231818181818182
237,Azerbaijan,Noncommunicable diseases,Musculoskeletal diseases,-2.231818181818182
238,Azerbaijan,Noncommunicable diseases,Congenital anomalies,-1.4318181818181819
239,Azerbaijan,Noncommunicable diseases,Oral conditions,-2.231818181818182
240,Bahamas,All Causes,"Communicable, maternal, perinatal and nutritional conditions",4.7
241,Bahamas,All Causes,Noncommunicable diseases,5.300000000000001
243,Bahamas,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.7863636363636364
244,Bahamas,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.48636363636363633
245,Bahamas,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.38636363636363635
246,Bahamas,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.38636363636363635
247,Bahamas,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.38636363636363635
249,Bahamas,Noncommunicable diseases,Malignant neoplasms,0.5863636363636364
250,Bahamas,Noncommunicable diseases,Other neoplasms,0.38636363636363635
251,Bahamas,Noncommunicable diseases,Diabetes mellitus,0.48636363636363633
252,Bahamas,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.38636363636363635
253,Bahamas,Noncommunicable diseases,Mental and substance use disorders,0.38636363636363635
254,Bahamas,Noncommunicable diseases,Neurological conditions,0.38636363636363635
255,Bahamas,Noncommunicable diseases,Sense organ diseases,0.38636363636363635
256,Bahamas,Noncommunicable diseases,Cardiovascular diseases,0.8863636363636364
257,Bahamas,Noncommunicable diseases,Respiratory diseases,0.38636363636363635
258,Bahamas,Noncommunicable diseases,Digestive diseases,0.48636363636363633
259,Bahamas,Noncommunicable diseases,Genitourinary diseases,0.48636363636363633
260,Bahamas,Noncommunicable diseases,Skin diseases,0.38636363636363635
261,Bahamas,Noncommunicable diseases,Musculoskeletal diseases,0.38636363636363635
262,Bahamas,Noncommunicable diseases,Congenital anomalies,0.38636363636363635
263,Bahamas,Noncommunicable diseases,Oral conditions,0.38636363636363635
264,Bahrain,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.95
265,Bahrain,All Causes,Noncommunicable diseases,6.05
267,Bahrain,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4409090909090909
268,Bahrain,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4409090909090909
269,Bahrain,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3409090909090909
270,Bahrain,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.4409090909090909
271,Bahrain,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.3409090909090909
273,Bahrain,Noncommunicable diseases,Malignant neoplasms,0.6409090909090909
274,Bahrain,Noncommunicable diseases,Other neoplasms,0.3409090909090909
275,Bahrain,Noncommunicable diseases,Diabetes mellitus,0.5409090909090909
276,Bahrain,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.3409090909090909
277,Bahrain,Noncommunicable diseases,Mental and substance use disorders,0.3409090909090909
278,Bahrain,Noncommunicable diseases,Neurological conditions,0.4409090909090909
279,Bahrain,Noncommunicable diseases,Sense organ diseases,0.3409090909090909
280,Bahrain,Noncommunicable diseases,Cardiovascular diseases,1.3409090909090908
281,Bahrain,Noncommunicable diseases,Respiratory diseases,0.5409090909090909
282,Bahrain,Noncommunicable diseases,Digestive diseases,0.5409090909090909
283,Bahrain,Noncommunicable diseases,Genitourinary diseases,0.4409090909090909
284,Bahrain,Noncommunicable diseases,Skin diseases,0.3409090909090909
285,Bahrain,Noncommunicable diseases,Musculoskeletal diseases,0.3409090909090909
286,Bahrain,Noncommunicable diseases,Congenital anomalies,0.4409090909090909
287,Bahrain,Noncommunicable diseases,Oral conditions,0.3409090909090909
288,Bangladesh,All Causes,"Communicable, maternal, perinatal and nutritional conditions",35.89999999999998
289,Bangladesh,All Causes,Noncommunicable diseases,-25.899999999999977
291,Bangladesh,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,175.52272727272728
292,Bangladesh,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,34.622727272727275
293,Bangladesh,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-25.27727272727273
294,Bangladesh,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,88.02272727272727
295,Bangladesh,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-18.877272727272732
297,Bangladesh,Noncommunicable diseases,Malignant neoplasms,36.92272727272727
298,Bangladesh,Noncommunicable diseases,Other neoplasms,-36.17727272727273
299,Bangladesh,Noncommunicable diseases,Diabetes mellitus,-20.377272727272732
300,Bangladesh,Noncommunicable diseases,"Endocrine, blood, immune disorders",-34.977272727272734
301,Bangladesh,Noncommunicable diseases,Mental and substance use disorders,-34.477272727272734
302,Bangladesh,Noncommunicable diseases,Neurological conditions,-27.57727272727273
303,Bangladesh,Noncommunicable diseases,Sense organ diseases,-36.27727272727273
304,Bangladesh,Noncommunicable diseases,Cardiovascular diseases,116.32272727272726
305,Bangladesh,Noncommunicable diseases,Respiratory diseases,19.122727272727268
306,Bangladesh,Noncommunicable diseases,Digestive diseases,2.3227272727272705
307,Bangladesh,Noncommunicable diseases,Genitourinary diseases,-27.07727272727273
308,Bangladesh,Noncommunicable diseases,Skin diseases,-35.77727272727273
309,Bangladesh,Noncommunicable diseases,Musculoskeletal diseases,-35.37727272727273
310,Bangladesh,Noncommunicable diseases,Congenital anomalies,-21.77727272727273
311,Bangladesh,Noncommunicable diseases,Oral conditions,-36.27727272727273
312,Barbados,All Causes,"Communicable, maternal, perinatal and nutritional conditions",4.15
313,Barbados,All Causes,Noncommunicable diseases,5.85
315,Barbados,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.5454545454545454
316,Barbados,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.44545454545454544
317,Barbados,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.34545454545454546
318,Barbados,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.34545454545454546
319,Barbados,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.34545454545454546
321,Barbados,Noncommunicable diseases,Malignant neoplasms,0.9454545454545454
322,Barbados,Noncommunicable diseases,Other neoplasms,0.34545454545454546
323,Barbados,Noncommunicable diseases,Diabetes mellitus,0.5454545454545454
324,Barbados,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.34545454545454546
325,Barbados,Noncommunicable diseases,Mental and substance use disorders,0.34545454545454546
326,Barbados,Noncommunicable diseases,Neurological conditions,0.44545454545454544
327,Barbados,Noncommunicable diseases,Sense organ diseases,0.34545454545454546
328,Barbados,Noncommunicable diseases,Cardiovascular diseases,1.1454545454545455
329,Barbados,Noncommunicable diseases,Respiratory diseases,0.44545454545454544
330,Barbados,Noncommunicable diseases,Digestive diseases,0.44545454545454544
331,Barbados,Noncommunicable diseases,Genitourinary diseases,0.44545454545454544
332,Barbados,Noncommunicable diseases,Skin diseases,0.44545454545454544
333,Barbados,Noncommunicable diseases,Musculoskeletal diseases,0.34545454545454546
334,Barbados,Noncommunicable diseases,Congenital anomalies,0.34545454545454546
335,Barbados,Noncommunicable diseases,Oral conditions,0.34545454545454546
336,Belarus,All Causes,"Communicable, maternal, perinatal and nutritional conditions",-51.599999999999994
337,Belarus,All Causes,Noncommunicable diseases,61.6
339,Belarus,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,-3.7772727272727273
340,Belarus,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,-3.4772727272727275
341,Belarus,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-4.9772727272727275
342,Belarus,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,-4.577272727272727
343,Belarus,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-4.877272727272728
345,Belarus,Noncommunicable diseases,Malignant neoplasms,16.422727272727272
346,Belarus,Noncommunicable diseases,Other neoplasms,-4.9772727272727275
347,Belarus,Noncommunicable diseases,Diabetes mellitus,-4.277272727272727
348,Belarus,Noncommunicable diseases,"Endocrine, blood, immune disorders",-4.877272727272728
349,Belarus,Noncommunicable diseases,Mental and substance use disorders,-1.7772727272727273
350,Belarus,Noncommunicable diseases,Neurological conditions,-1.8772727272727274
351,Belarus,Noncommunicable diseases,Sense organ diseases,-4.9772727272727275
352,Belarus,Noncommunicable diseases,Cardiovascular diseases,72.52272727272727
353,Belarus,Noncommunicable diseases,Respiratory diseases,0.6227272727272721
354,Belarus,Noncommunicable diseases,Digestive diseases,-1.6772727272727277
355,Belarus,Noncommunicable diseases,Genitourinary diseases,-4.077272727272727
356,Belarus,Noncommunicable diseases,Skin diseases,-4.9772727272727275
357,Belarus,Noncommunicable diseases,Musculoskeletal diseases,-4.9772727272727275
358,Belarus,Noncommunicable diseases,Congenital anomalies,-4.4772727272727275
359,Belarus,Noncommunicable diseases,Oral conditions,-4.9772727272727275
360,Belgium,All Causes,"Communicable, maternal, perinatal and nutritional conditions",-36.45
361,Belgium,All Causes,Noncommunicable diseases,46.449999999999996
363,Belgium,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,-1.8272727272727272
364,Belgium,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.1727272727272728
365,Belgium,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,-4.027272727272727
366,Belgium,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,-3.827272727272727
367,Belgium,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,-3.7272727272727275
369,Belgium,Noncommunicable diseases,Malignant neoplasms,23.272727272727273
370,Belgium,Noncommunicable diseases,Other neoplasms,-3.327272727272727
371,Belgium,Noncommunicable diseases,Diabetes mellitus,-2.6272727272727274
372,Belgium,Noncommunicable diseases,"Endocrine, blood, immune disorders",-3.0272727272727273
373,Belgium,Noncommunicable diseases,Mental and substance use disorders,-3.4272727272727272
374,Belgium,Noncommunicable diseases,Neurological conditions,1.372727272727273
375,Belgium,Noncommunicable diseases,Sense organ diseases,-4.027272727272727
376,Belgium,Noncommunicable diseases,Cardiovascular diseases,33.57272727272728
377,Belgium,Noncommunicable diseases,Respiratory diseases,4.972727272727273
378,Belgium,Noncommunicable diseases,Digestive diseases,0.6727272727272728
